phone,cemetery,emergency,opening_hours,website,pets_allowed,geometry,historic,wiki_summary_en,postal_code,toilets,natural,description,visiting_time,leisure,tourism,public_transport,brand,alt_name,amenity,reservation,attraction,highchair,parking,swimming_pool,contact_phone,community_centre,addr_street,contact_twitter,social_facility,contact_facebook,zoo,email,wheelchair,cuisine,contact_website,internet_access,opening_hours_reception,guest_house,addr_city,contact_instagram,image,location,outdoor_seating,museum,takeaway,smoking,name,id
,,,Mo-Su 11:00-19:00,,,POINT (19.938874 50.062249),no information,no information,,yes,no information,,,no information,no information,,,,cafe,,,,,,,,Rynek Główny,,,,,,yes,chocolate,,,,,Kraków,,,,yes,,,,Pijalnia czekolady E. Wedel,47
,,,,,,POINT (19.9387022 50.0623085),no information,no information,,,no information,restauracja wino sklep,,no information,no information,,,,restaurant,,,,,,,,Rynek Główny,,,,,,,,,,,,Kraków,,,,,,,,Vintage,48
,,,,http://www.rynek44.pl/staropolska.html,,POINT (19.9384689 50.0623792),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,Rynek Główny,,,,,,limited,polish,,,,,Kraków,,,,,,,,Staropolska,49
,,,Mo-Su 08:00-24:00,https://www.gehanowska.pl/,,POINT (19.9383535 50.0624499),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,Rynek Główny,,,,,,,,,,,,Kraków,,,,,,,,Pod Słońcem;Restauracja Pod Słońcem,50
,,,,,,POINT (19.9383733 50.0624791),no information,no information,,,no information,,,no information,no information,,,,cafe,,,,,,,,Rynek Główny,,,,,,,,,,,,Kraków,,,,,,,,Gehanowska;Kawiarnia Gehanowska,51
,,,,http://bonerowska.com/,,POINT (19.9381975 50.0624649),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,Rynek Główny,,,,,,,,,,,,Kraków,,,,,,,,Restauracja Bonerowska,52
,,,Mo-Su 09:00-24:00,,,POINT (19.9378302 50.0625781),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,Rynek Główny,,,,,,,,,,,,Kraków,,,,,,,,Restauracja Loża - Klub Aktora,53
,,,,,,POINT (19.9376145 50.0627314),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,Rynek Główny,,,,,,,local,,,,,Kraków,,,,,,,,Pod Krzyżykiem;Restauracja Pod Krzyżykiem,54
,,,,,,POINT (19.9374057 50.0627113),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,Rynek Główny,,,,,,,italian,,,,,Kraków,,,,,,,,Redolfi,55
,,,"Mo-We 07:00-04:00, Th,Fr 07:00-05:00, Sa 08:00-05:00, Su 08:00-04:00",,,POINT (19.9358577 50.0620524),no information,no information,,yes,no information,,,no information,no information,,McDonald's,,fast_food,,,,,,,,Szewska,,,,,,,burger,,,,,,,,,yes,,yes,no,McDonald's,56
,,,"Mo-Fr 12:00-24:00; Sa,Su 00:00-02:00,12:00-24:00",http://www.szewska4.pl/,,POINT (19.9352038 50.0622001),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,Szewska,,,,,,,,,,,,Kraków,,,,,,,,Szewska 4 Resto Bar,57
+48 790 770 648,,,,http://banialuka.com/,,POINT (19.9348721 50.0626424),no information,no information,,,no information,,,no information,no information,,,,bar,,,,,,,,Szewska,,,,,,,,,,,,Kraków,,,,,,,,BaniaLuka,58
,,,"PH,Mo-Su 09:00-21:00",https://www.nakielny.pl,,POINT (19.9338487 50.0630662),no information,no information,,,no information,,,no information,no information,,,,cafe,,,,,,,,Szewska,,,,,,,,,,,,,,,,,,,,Nakielny,59
,,,,,,POINT (19.9342412 50.0629019),no information,no information,,,no information,,,no information,no information,,,,pub,,,,,,,,Szewska,,,,,,no,,,,,,,,,,,,,,Klub Kulturalny,60
,,,24/7,,,POINT (19.9340609 50.0628083),no information,no information,,,no information,,,no information,no information,,Pijalnia Wódki i Piwa,,bar,,,,,,+48731151555,,,,,,,,,local,,,,,,,,,,,,,Pijalnia Wódki i Piwa,61
,,,,https://www.facebook.com/milkbaranny5/,,POINT (19.9345603 50.0617389),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,Świętej Anny,,,,,,,regional,,wlan,,,,,,,yes,,,,Milk Bar,62
,,,Mo-Su 12:00-23:00,https://chimera.com.pl/en,,POINT (19.9348391 50.0617473),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,,,,,,,,local;regional;polish,,,,,,,,,,,,,Chimera,63
,,,,,,POINT (19.9368173 50.0630588),no information,no information,,,no information,,,no information,no information,,,,pub,,,,,,,,Sławkowska,,,,,,,,,,,,Kraków,,,,,,,,"Pool Bar ""U Kacpra""",64
,,,,,,POINT (19.9369505 50.0631698),no information,no information,,,no information,,,no information,no information,,,,cafe,,,,,,,,Sławkowska,,,,,,,,,,,,Kraków,,,,,,,,Darts Cafe Bar,65
,,,,,,POINT (19.9371761 50.0635073),no information,no information,,,no information,,,no information,no information,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naber,66
,,,,,,POINT (19.9373271 50.0636989),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,Świętego Tomasza,,,,,,,,,,,,Kraków,,,,,,,,Figa z Makiem,67
,,,Mo-Fr 19:00-05:30,https://www.facebook.com/Jazz-Rock-Cafe-184407584923227/,,POINT (19.9374851 50.0638406),no information,no information,,,no information,,,no information,no information,,,,cafe,,,,,,,,Świętego Tomasza,,,,,,,,,,,,Kraków,,,,,,,,Jazz Rock Cafe,68
,,,"Mo 00:00-03:00; Tu 17:00-24:00; We-Su 00:00-03:00,17:00-24:00",https://pl-pl.facebook.com/ChicagoJazzCracow,,POINT (19.9379004 50.0639605),no information,no information,,,no information,,,no information,no information,,,,pub,,,,,,,,Sławkowska,,,,,,no,,,,,,Kraków,,,,no,,,no,Chicago live Music,69
,,,Mo-Su 10:00-21:00,https://www.facebook.com/IceStationPL/,,POINT (19.9379537 50.0640163),no information,no information,,,no information,,,no information,no information,,,,ice_cream,,,,,,,,Sławkowska,,,,,,,,,,,,Kraków,,,,,,,,Ice Station,70
,,,Mo-Su 10:00-22:00,https://www.domoweprzysmaki.pl/,,POINT (19.938147 50.0647186),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,,,,,,,,pancake;polish,,,,,,,,,yes,,,,Domowe Przysmaki,71
+48 (12) 411 72 88,,,Mo-Su 12:00-23:00,https://cyranodebergerac.com.pl/,,POINT (19.9383529 50.064982),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,Sławkowska,,,,,,,regional;french,,,,,,,,,no,,,,Cyrano de Bergerac,72
,,,,https://www.facebook.com/beerhousekrakow,,POINT (19.9408844 50.0640087),no information,no information,,,no information,,,no information,no information,,,,pub,,,,,,,,Floriańska,,,,,,,,,,,,Kraków,,,,yes,,,,Beer House,73
,,,,,,POINT (19.9411617 50.0642048),no information,no information,,,no information,,,no information,no information,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dotyk,74
,,,Mo-Su 07:00-21:00,,,POINT (19.941392 50.0647202),no information,no information,,,no information,,,no information,no information,,Costa,,cafe,,,,,,,,,,,,,,no,coffee_shop,,,,,,,,,,,yes,,Costa,75
,,,"Su-We 08:00-02:00, Th 08:00-03:00, Fr,Sa 08:00-05:00",,,POINT (19.9413549 50.0646564),no information,no information,,yes,no information,,,no information,no information,,McDonald's,,fast_food,,,,,,,,Floriańska,,,,,,limited,burger,,wlan,,,,,,,,,yes,no,McDonald's,76
,,,,,,POINT (19.9408941 50.0644353),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,Vesuvio,77
,,,Mo-Su 12:00-19:00+,,,POINT (19.9407252 50.0638149),no information,no information,,,no information,,,no information,no information,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zapiekanki Krakowskie,78
,,,,https://restauracja-pipa.pl/,,POINT (19.9405584 50.0640085),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,Floriańska,,,,,,,,,,,,Kraków,,,,,,,,Piwnica Pod Złotą Pipą,79
,,,"Mo-Su 12:00-22:00; Fr,Sa 12:00-23:00",https://www.facebook.com/TrattoriaDegusti/,,POINT (19.9403963 50.0637317),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,,,,,,,,italian,,,,,,,,,,,,,Tarttoria Degusti,80
,,,"Su-Th 09:00-02:00, Fr,Sa 09:00-05:00",,,POINT (19.9404909 50.0635258),no information,no information,,,no information,,,no information,no information,,KFC,Kentucky Fried Chicken,fast_food,,,,,,,,,,,,,,,chicken,,,,,,,,,no,,yes,,KFC;Kentucky Fried Chicken,81
,,,,,,POINT (19.9404583 50.0633555),no information,no information,,,no information,,,no information,no information,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cosmopolitan,82
,,,,,,POINT (19.940227 50.0635389),no information,no information,,,no information,,,no information,no information,,,,fast_food,,,,,,,,,,,,,,,kebab,,,,,,,,,,,,,Kebab Królewski,83
,,,,,,POINT (19.9400655 50.063329),no information,no information,,,no information,,,no information,no information,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zarowka Café Zapieck,84
,,,"Mo-Fr 10:00-20:00; Sa,Su 10:00-20:00+",,,POINT (19.9402457 50.0630658),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,Floriańska,,,,,,,,,,,,Kraków,,,,,,,,Taste POLAND,85
,,,,,,POINT (19.9394993 50.0625977),no information,no information,,,no information,,,no information,no information,,,,fast_food,,,,,,,,,,,,,,,kebab,,,,,,,,,,,,,Butcher grill,86
,,,Mo-Su 16:00+,,,POINT (19.9381057 50.0626973),no information,no information,,,no information,,,no information,no information,,,,pub,,,,,,,,Rynek Główny,,,,,,,,,,,,Kraków,,,,,,,,Feniks Dancing Bar,87
,,,,,,POINT (19.938822 50.0636809),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baroque Wódka & Food,88
,,,Mo-Su 12:00-02:00,,,POINT (19.9389294 50.0638151),no information,no information,,,no information,,,no information,no information,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Irish Pub ""Pod Papugami""",89
,,,Mo-Su 07:00-22:00,,,POINT (19.9395644 50.0647396),no information,no information,,,no information,,,no information,no information,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petit Delice,90
,,,Mo-Su 12:00-23:00,https://www.farina.com.pl/,,POINT (19.939377 50.0640516),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,,,,,,,no,,,,,,,,,,,,,,Farina,91
,,,Mo-Su 14:00-22:00,,,POINT (19.9392162 50.0649554),no information,no information,,,no information,,,no information,no information,,,,bar,,,,,,,,,,,,,,,regional,,,,,,,,,,,,,Eau de Vie Bar,92
+48 793 513 515,,,,,,POINT (20.0256446 50.0396615),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,,,,,,,,asian;chinese;vietnamese,,,,,,,,,,,,,Bar Orientalny Son Anh,93
+48 663 905 652,,,,http://www.cafeszafe.com,,POINT (19.9296862 50.0577061),no information,no information,,,no information,,,no information,no information,,,,pub,,,,,,,,,,,,,mail@cafeszafe.com,,,,,,,,,,,,,,,Cafe Szafe,94
,,,Mo-Su 10:00-21:30,,,POINT (20.0378777 50.0746969),no information,"Restaurant ""Stylowa"" – the oldest restaurant in Nowa Huta, operating since 1956 in a location on os. Centrum C 3, in Aleja Róż, initially as a café. It is referred to as ""iconic.""  
The buildings of the C-31 estate (currently Centrum C) were constructed between 1953 and 1955, and the main designer of building no. 3, where the restaurant is located, was Adam Fołtyn. The café ""Stylowa"" opened on July 22, 1956, and was, alongside the now non-existent restaurant ""Arkadia,"" the most elegant establishment in Nowa Huta. The decor, typical of public interiors from the era of socialist realism, is characterized by a high level of decoration, featuring sculpted walls, marble floors, chandeliers, and characteristic columns; the café also had individually designed furniture.  
In 1957, the café was under the jurisdiction of the Nowa Huta Gastronomic Enterprises. The guide ""Huta im. Lenina and Nowa Huta"" from that year describes it as a first-category establishment, with a full range of café dishes, exquisite cuisine, and dancing. It was there that the residents of Nowa Huta were taught to enjoy coffee. Guests were welcomed at the door by a porter, and strong alcohol was not served, only Bulgarian wines and brandies. There was a piano inside, which was played in the afternoons. In the 1950s, ""Stylowa"" was frequented by the New Huta elite: engineers, doctors, teachers. Later, the venue gained a reputation as a restaurant for currency speculators.  
From 1973 to 1989, in close proximity to ""Stylowa,"" stood a statue of Vladimir Lenin designed by Marian Konieczny, facing the Central Square. Locals would say that Lenin from Aleja Róż had come out of ""Stylowa"" and was going to ""Arkadia,"" a restaurant located across the square on al. Róż, on os. Centrum B 1 (currently the location of BPH bank). It also happened that currency speculators residing in ""Stylowa"" would jokingly order ""pork chop for Lenin"" and send someone from the staff, for an additional fee, to bring the cutlet to the statue. On the night of April 17-18, 1979, an explosive device was placed under the statue, and as a result of the explosion, only the heel of Lenin's figure was damaged – since that incident, the restaurant has been jokingly called ""The Bar Under the Stub."" The restaurant is also associated with a sports scandal. Early in his football career at Wisła Kraków and the national team, Andrzej Iwan ended up in jail for assaulting one of the waitresses at ""Stylowa"" and was punished with a one-year ban.  
After the political changes, the establishment was taken over by some of the workers. After renovation, it was reopened in October 2003, with guests including Krystyna Zachwatowicz at the ceremony. Currently, ""Stylowa,"" due to its preserved ""People's Poland color,"" is a frequent stop for foreign tourists visiting Nowa Huta, who are interested in the times of communism.",,,no information,,,no information,no information,,,,restaurant,,,,,,,,,,,,,,,polish,,,,,Kraków,,,,pedestrian_zone,,,no,Stylowa,95
,,,,,,POINT (19.9317775 50.062445),no information,no information,,,no information,,,no information,no information,,,,fast_food,,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,Pizzeria Prima,96
+48 12 430 08 38,,,Mo-Su 11:00-23:00,http://dynia.krakow.pl,,POINT (19.9290713 50.0634157),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,Krupnicza,,,,,,no,italian,,,,,,,,,yes,,,,Dynia Resto Bar,97
,,,,,,POINT (19.9263137 50.0597683),no information,no information,,,no information,,,no information,no information,,,,pub,,,,,,,,Marszałka Józefa Piłsudskiego,,,,,,,,,,,,Kraków,,,,,,,,Garage Pub,98
,,,,,,POINT (19.9277589 50.0615952),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,Plac Generała Władysława Sikorskiego,,,,,,,regional,,,,,,,,,,,,,Pod Kopytkiem,99
,,,Fr-Su 10:00-24:00; Mo-Th 10:00-23:00,,,POINT (19.9297141 50.0549267),no information,no information,,,no information,,,no information,no information,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,100
+48 505 102 644,,,"Mo-Fr 13:00-22:00, Sa-Su 12:00-22:00",https://www.aquariuskrakow.pl/,,POINT (19.9289332 50.0547655),no information,no information,,,no information,,,no information,no information,,,,restaurant,,,,,,,,Bulwar Czerwieński,,,,,info@aquariuskrakow.pl,,international,,,,,Kraków,,,,yes,,,,Aquarius - restaurant & cocktail bar,101
,,,,,,POINT (19.9987985 50.0735082),no information,no information,,,no information,,,no information,no information,,,,fast_food,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,"zapiekanki, hot dogi",102
+48 517 613 213,,,,https://alchemia.com.pl/,,POINT (19.9449342 50.0521471),no information,no information,,,no information,,,no information,no information,,,,pub,,,,,,,,Estery,,,,,,,,,,,,Kraków,,,,,,,,Alchemia,103
